Instance,NoGenSM,NoSM,NoPubSM,NoProSM,NoPriSM,NoDefSM,NoGenM,NoM,NoPubM,NoProM,NoPriM,NoDefM,NoAM,NoPubAM,NoProAM,NoDefAM,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,sumcc,maxcc,mincc,avgcc,S1_LOCAL_VAR_NOT_ASSIGNED,S1_LOCAL_VAR_NOT_USED,S2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,S2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,S4_Field_NOT_USED,S4_Field_NOT_ASSIGNED,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,S6_METHOD_THROWS_EXCEPTION,S7_OBJECT_USED_IN_ASSIGNMENT,S8_PRIMITIVE_USED_IN_ASSIGNMENT,S9_METHOD_CALL_WITH_NORMAL_GUARD,S10_METHOD_CALL_WITH_NULL_GUARD,S11_FAULTY_CLASS_EXCEPTION_TYPE,S12_METHOD_CALL_WITH_TRY_CATCH,S15_HAS_OBJECTIVE_METHOD_CALL,S16_HAS_Invocations_Prone_Exception,S18_In_Synchronized_Method,LE1_EXISTS_RELATED_BOOLEAN_EXPRESSION,LE2_IS_BOOLEAN_METHOD_PARAM_TYPE_VAR,LE3_IS_COMPATIBLE_VAR_NOT_INCLUDED,LE4_EXISTS_LOCAL_UNUSED_VARIABLES,LE5_COMPLEX_REFERENCE,LE6_HAS_NEGATION,LE7_SIMPLE_VAR_OR_METHOD_IN_LOGIC,LE8_SCOPE_VAR_USED_OTHER_BOOLEXPER,LE9_NORMAL_CHECK,LE9_NULL_CHECK,LE9_MIX_CHECK,LE9_EQUAL_NOTEQUAL_NULL_CHECK,LE10_ATOMIC_EXPRESSION_SAME_INVOCATION_TARGET,LE10_ATOMIC_EXPRESSION_COMPARISION_SAME_LEFT,LE10_ATOMIC_EXPRESSION_COMPARISION_SAME_RIGHT,LE10_ATOMIC_EXPRESSION_MULTIPLE_VAR_AS_BOOLEAN,LE10_ATOMIC_EXPRESSION_USED_IN_INVOCATION_COMPARISION_VARIABLE,LE10_CONTAINS_ALL_INVOCATION_COMPARISION_VARIABLE,V1_IS_TYPE_COMPATIBLE_METHOD_CALL_PARAM_RETURN,V2_HAS_VAR_SIM_NAME_COMP_TYPE,V2_HAS_VAR_SIM_NAME,V3_HAS_CONSTANT,V4B_USED_MULTIPLE_AS_PARAMETER,V4_FIRST_TIME_USED_AS_PARAMETER,V5_HAS_VAR_IN_TRANSFORMATION,V6_IS_METHOD_RETURN_TYPE_VAR,V16_IS_METHOD_PARAMETER_TYPE_VAR,V8_VAR_PRIMITIVE,V8_VAR_OBJECT,V9_VAR_TYPE_Similar_Literal,V10_VAR_TYPE_Similar_VAR,V11_VAR_COMPATIBLE_TYPE_IN_CONDITION,V12_VAR_Invocation_VAR_REPLACE_BY_VAR,V13_VAR_Invocation_VAR_REPLACE_BY_INVOCATION,V14_VAR_INSTANCE_OF_CLASS,V15_VAR_LAST_THREE_SAME_TYPE_LOC,V17_VAR_IS_ENUMERATION,V18_Has_Method_Similar_In_Name,V19_With_Special_Name,V1_LOCAL_VAR_NOT_USED,V1_LOCAL_VAR_NOT_ASSIGNED,V2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,V5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,V2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,V5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,V4_Field_NOT_USED,V4_Field_NOT_ASSIGNED,V7_OBJECT_USED_IN_ASSIGNMENT,V8_PRIMITIVE_USED_IN_ASSIGNMENT,M1_OVERLOADED_METHOD,M2_SIMILAR_METHOD_WITH_SAME_RETURN,M3_ANOTHER_METHOD_WITH_PARAMETER_RETURN_COMP,M4_PARAMETER_RETURN_COMPABILITY,M5_MI_WITH_COMPATIBLE_VAR_TYPE,M6_INV_Invocation_INV_REPLACE_BY_VAR,M7_INV_Invocation_INV_REPLACE_BY_INV,M8_RETURN_PRIMITIVE,M9_RETURN_OBJECTIVE,M10_WRAPTTED_IN_OTHER_CALLS,M11_Satrt_With_Get,M12_Has_Var_Similar_In_Name,M13_Argument_Has_Primitive,M1_LOCAL_VAR_NOT_USED,M1_LOCAL_VAR_NOT_ASSIGNED,M2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,M5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,M2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,M5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,M4_Field_NOT_USED,M4_Field_NOT_ASSIGNED,M7_OBJECT_USED_IN_ASSIGNMENT,M8_PRIMITIVE_USED_IN_ASSIGNMENT,M9_METHOD_CALL_WITH_NORMAL_GUARD,M10_METHOD_CALL_WITH_NULL_GUARD,M12_METHOD_CALL_WITH_TRY_CATCH,C1_SAME_TYPE_CONSTANT,C2_SAME_TYPE_CONSTANT_VAR,C2_SAME_TYPE_VAR,C3_TYPEACCESS_ACTUAL_VAR,C4_SIMILAR_TYPEACCESS_ACTUAL_VAR,C5_USES_ENUMERATION,CON1_OVERLOADED_CONSTRUCTOR,CON2_SIMILAR_CONSTRUCTOR,CON3_WRAPTTED_IN_OTHER_CALLS,CON4_Return_Primitive,CON5_Of_Class,CON6_Argument_Has_Primitive,CON9_METHOD_CALL_WITH_NORMAL_GUARD,CON10_METHOD_CALL_WITH_NULL_GUARD,CON12_METHOD_CALL_WITH_TRY_CATCH,E1_LOCAL_VAR_NOT_USED,E1_LOCAL_VAR_NOT_ASSIGNED,E2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,E5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,E2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,E5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,E4_Field_NOT_USED,E4_Field_NOT_ASSIGNED,E7_OBJECT_USED_IN_ASSIGNMENT,E8_PRIMITIVE_USED_IN_ASSIGNMENT,E9_METHOD_CALL_WITH_NORMAL_GUARD,E10_METHOD_CALL_WITH_NULL_GUARD,E1_RETURN_PRIMITIVE,E2_COMPATIBLE_INVOCATION_PAREMETER_RETURN,E3_COMPATIBLE_INVOCATION_PAREMETER,O1_IS_LOGICAL,O1_IS_BIT,O1_IS_COMPARE,O1_IS_SHIFT,O1_IS_MATH,O1_IS_OTHERS,O2_LOGICAL_CONTAIN_NOT,O3_CONTAIN_NULL,O3_CONTAIN_01,O4_COMPARE_IN_CONDITION,O5_IS_MATH_ROOT,Label
Defects4J,0.104424779,0.971681416,0.753982301,0.042477876,0.169911504,0.005309735,0.348672566,5.307964602,4.375221239,0.502654867,0.407079646,0.02300885,1.242477876,1.198230088,0.044247788,0,9.714604236,1.676700111,0.294314381,10.88405797,23.14827202,71.68004459,5.033444816,5.915273133,8.26309922,1.321283649,501.4882943,0.510899314,1.076923077,0.255626598,0.632444963,0.365663322,1.166109253,50.70471655,17.71683389,3.838350056,2,1.552318009,2,1,68,0,1,3,29,0,0,1,24,3,0,0,0,1,0,0,38,26,30,18,38,1,4,40,4,0,1,0,0,4,0,0,0,0,56,57,63,10,0,21,42,91,89,77,22,77,77,36,8,0,0,32,2,14,6,1,2,68,29,0,0,1,3,1,24,5,7,21,15,23,0,0,32,1,9,7,4,23,0,0,8,2,0,0,1,1,0,0,3,0,0,46,36,38,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,107,35,108,16,44,54,79,34,108,repaired
Defects4J,0.104424779,0.971681416,0.753982301,0.042477876,0.169911504,0.005309735,0.348672566,5.307964602,4.375221239,0.502654867,0.407079646,0.02300885,1.242477876,1.198230088,0.044247788,0,9.714604236,1.676700111,0.294314381,10.88405797,23.14827202,71.68004459,5.033444816,5.915273133,8.26309922,1.321283649,501.4882943,0.510899314,1.076923077,0.255626598,0.632444963,0.365663322,1.166109253,50.70471655,17.71683389,3.838350056,2,1.552318009,2,1,68,0,1,3,29,0,0,1,24,3,0,0,0,1,0,0,38,26,30,18,38,1,4,40,4,0,1,0,0,4,0,0,0,0,56,57,63,10,0,21,42,91,89,77,22,77,77,36,8,0,0,32,2,14,6,1,2,68,29,0,0,1,3,1,24,5,7,21,15,23,0,0,32,1,9,7,4,23,0,0,8,2,0,0,1,1,0,0,3,0,0,46,36,38,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,107,35,108,16,44,54,79,34,108,repaired
Defects4J,0.060096154,0.841346154,0.711538462,0.038461538,0.084134615,0.007211538,0.307692308,6.278846154,5.276442308,0.538461538,0.435096154,0.028846154,1.807692308,1.759615385,0.048076923,0,10.55976676,2.134110787,0.297376093,9.744897959,25.20991254,79.89941691,4.437317784,5.360058309,9.180758017,1.301516327,506.016035,0.529845365,0.820699708,0.423913275,0.591077856,0.43148688,1.311953353,46.64337685,14.9606414,2.7303207,1.294460641,1.322037875,9,0,87,0,0,5,48,0,8,2,33,7,0,0,0,0,0,0,27,9,27,1,27,0,1,27,1,0,0,0,0,0,0,0,0,0,87,42,79,0,0,11,75,95,95,95,19,87,95,40,2,1,0,52,0,5,1,0,9,87,48,0,0,0,5,2,33,1,3,10,10,10,1,0,12,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,100,27,100,repaired
Defects4J,0.023255814,0.855813953,0.781395349,0.037209302,0.037209302,0,0,4.674418605,3.911627907,0.455813953,0.297674419,0.009302326,1.576744186,1.530232558,0.046511628,0,8.612732095,2.440318302,0.366047745,7.907161804,20.79840849,40.99734748,3.514588859,4.440318302,7.594164456,1.293306604,315.2732095,0.57996526,0.50132626,0.560593169,0.580821546,0.461538462,0.968169761,31.43085037,11.96286472,2.342175066,1.00795756,1.281878518,3,0,25,7,2,5,10,0,20,0,10,1,0,7,0,4,0,0,11,9,8,1,12,1,5,9,4,0,3,0,1,0,0,0,0,0,27,10,11,3,0,12,14,37,36,32,7,32,25,12,2,1,0,14,0,8,0,0,3,25,10,7,0,2,5,0,10,1,3,7,6,9,0,0,11,2,4,2,2,11,0,0,1,0,2,0,0,1,0,0,1,0,0,21,17,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,41,0,32,0,9,9,32,11,32,repaired
Defects4J,0.023255814,0.855813953,0.781395349,0.037209302,0.037209302,0,0,4.674418605,3.911627907,0.455813953,0.297674419,0.009302326,1.576744186,1.530232558,0.046511628,0,8.612732095,2.440318302,0.366047745,7.907161804,20.79840849,40.99734748,3.514588859,4.440318302,7.594164456,1.293306604,315.2732095,0.57996526,0.50132626,0.560593169,0.580821546,0.461538462,0.968169761,31.43085037,11.96286472,2.342175066,1.00795756,1.281878518,3,0,25,7,2,5,10,0,20,0,10,1,0,7,0,4,0,0,11,9,8,1,12,1,5,9,4,0,3,0,1,0,0,0,0,0,27,10,11,3,0,12,14,37,36,32,7,32,25,12,2,1,0,14,0,8,0,0,3,25,10,7,0,2,5,0,10,1,3,7,6,9,0,0,11,2,4,2,2,11,0,0,1,0,2,0,0,1,0,0,1,0,0,21,17,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,41,0,32,0,9,9,32,11,32,repaired
Defects4J,0.023255814,0.855813953,0.781395349,0.037209302,0.037209302,0,0,4.674418605,3.911627907,0.455813953,0.297674419,0.009302326,1.576744186,1.530232558,0.046511628,0,8.612732095,2.440318302,0.366047745,7.907161804,20.79840849,40.99734748,3.514588859,4.440318302,7.594164456,1.293306604,315.2732095,0.57996526,0.50132626,0.560593169,0.580821546,0.461538462,0.968169761,31.43085037,11.96286472,2.342175066,1.00795756,1.281878518,3,0,25,7,2,5,10,0,20,0,10,1,0,7,0,4,0,0,11,9,8,1,12,1,5,9,4,0,3,0,1,0,0,0,0,0,27,10,11,3,0,12,14,37,36,32,7,32,25,12,2,1,0,14,0,8,0,0,3,25,10,7,0,2,5,0,10,1,3,7,6,9,0,0,11,2,4,2,2,11,0,0,1,0,2,0,0,1,0,0,1,0,0,21,17,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,41,0,32,0,9,9,32,11,32,repaired
Defects4J,0.088709677,0.997983871,0.77016129,0.048387097,0.173387097,0.006048387,0.284274194,5.268145161,4.340725806,0.546370968,0.35483871,0.026209677,1.22983871,1.183467742,0.046370968,0,9.649937265,1.99749059,0.297365119,10.52321205,23.1217064,70.70138018,4.880803011,5.685069009,8.223337516,1.322265328,492.3299875,0.523862631,1.081555834,0.359441058,0.606265936,0.397741531,1.232120452,53.40472648,17.01505646,3.473023839,2.125470514,1.505852283,7,10,60,0,2,6,10,0,0,9,17,3,0,0,0,10,0,0,32,23,20,11,32,1,3,33,3,0,1,0,0,3,0,0,0,0,29,26,35,9,0,15,29,81,80,51,39,48,57,22,5,1,3,23,1,20,9,10,7,60,10,0,0,2,6,9,17,2,5,6,1,13,2,3,20,9,8,9,7,11,3,2,17,1,0,0,1,1,3,1,3,0,0,29,19,21,0,0,0,4,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,54,98,26,98,24,33,74,70,29,98,repaired
Defects4J,0.088709677,0.997983871,0.77016129,0.048387097,0.173387097,0.006048387,0.284274194,5.268145161,4.340725806,0.546370968,0.35483871,0.026209677,1.22983871,1.183467742,0.046370968,0,9.649937265,1.99749059,0.297365119,10.52321205,23.1217064,70.70138018,4.880803011,5.685069009,8.223337516,1.322265328,492.3299875,0.523862631,1.081555834,0.359441058,0.606265936,0.397741531,1.232120452,53.40472648,17.01505646,3.473023839,2.125470514,1.505852283,7,10,60,0,2,6,10,0,0,9,17,3,0,0,0,10,0,0,32,23,20,11,32,1,3,33,3,0,1,0,0,3,0,0,0,0,29,26,35,9,0,15,29,81,80,51,39,48,57,22,5,1,3,23,1,20,9,10,7,60,10,0,0,2,6,9,17,2,5,6,1,13,2,3,20,9,8,9,7,11,3,2,17,1,0,0,1,1,3,1,3,0,0,29,19,21,0,0,0,4,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,54,98,26,98,24,33,74,70,29,98,repaired
Defects4J,0.120629371,0.998251748,0.755244755,0.045454545,0.167832168,0.02972028,0.396853147,5.456293706,4.582167832,0.405594406,0.444055944,0.024475524,0.926573427,0.893356643,0.033216783,0,9.435353535,1.63030303,0.288888889,10.85252525,23.06969697,61.23232323,4.951515152,5.965656566,8.017171717,1.303866609,537.2606061,0.514903629,1.065656566,0.247254438,0.585408149,0.337373737,1.151515152,56.36083192,17.65858586,4.023232323,6.416161616,1.658483213,6,14,53,4,1,10,5,0,0,11,9,0,1,2,0,26,0,0,26,20,10,0,27,0,1,27,0,0,1,0,0,0,0,0,0,0,48,38,50,11,0,21,32,91,91,46,55,44,53,19,8,1,0,19,0,20,3,14,6,53,5,4,0,1,10,11,9,4,8,19,3,19,1,0,34,13,7,16,7,23,8,1,17,0,1,0,0,0,8,0,0,1,0,32,26,28,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,92,34,68,15,3,86,85,20,68,repaired
Defects4J,0.120629371,0.998251748,0.755244755,0.045454545,0.167832168,0.02972028,0.396853147,5.456293706,4.582167832,0.405594406,0.444055944,0.024475524,0.926573427,0.893356643,0.033216783,0,9.435353535,1.63030303,0.288888889,10.85252525,23.06969697,61.23232323,4.951515152,5.965656566,8.017171717,1.303866609,537.2606061,0.514903629,1.065656566,0.247254438,0.585408149,0.337373737,1.151515152,56.36083192,17.65858586,4.023232323,6.416161616,1.658483213,6,14,53,4,1,10,5,0,0,11,9,0,1,2,0,26,0,0,26,20,10,0,27,0,1,27,0,0,1,0,0,0,0,0,0,0,48,38,50,11,0,21,32,91,91,46,55,44,53,19,8,1,0,19,0,20,3,14,6,53,5,4,0,1,10,11,9,4,8,19,3,19,1,0,34,13,7,16,7,23,8,1,17,0,1,0,0,0,8,0,0,1,0,32,26,28,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,92,34,68,15,3,86,85,20,68,repaired
Defects4J,0.120629371,0.998251748,0.755244755,0.045454545,0.167832168,0.02972028,0.396853147,5.456293706,4.582167832,0.405594406,0.444055944,0.024475524,0.926573427,0.893356643,0.033216783,0,9.435353535,1.63030303,0.288888889,10.85252525,23.06969697,61.23232323,4.951515152,5.965656566,8.017171717,1.303866609,537.2606061,0.514903629,1.065656566,0.247254438,0.585408149,0.337373737,1.151515152,56.36083192,17.65858586,4.023232323,6.416161616,1.658483213,6,14,53,4,1,10,5,0,0,11,9,0,1,2,0,26,0,0,26,20,10,0,27,0,1,27,0,0,1,0,0,0,0,0,0,0,48,38,50,11,0,21,32,91,91,46,55,44,53,19,8,1,0,19,0,20,3,14,6,53,5,4,0,1,10,11,9,4,8,19,3,19,1,0,34,13,7,16,7,23,8,1,17,0,1,0,0,0,8,0,0,1,0,32,26,28,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,92,34,68,15,3,86,85,20,68,repaired
Defects4J,0.121265378,1.001757469,0.757469244,0.0456942,0.168717047,0.029876977,0.397188049,5.446397188,4.590509666,0.405975395,0.427065026,0.0228471,0.931458699,0.898066784,0.033391916,0,9.442169908,1.635619243,0.289662231,10.78710338,22.98055271,61.61207779,4.926305015,5.924257932,8.034800409,1.306892347,538.7686796,0.51256258,1.071647902,0.248512141,0.586500447,0.339815763,1.164790174,56.43907673,17.6223132,4.008188332,6.487205732,1.646583911,6,11,50,4,1,10,5,0,0,8,9,0,1,2,0,23,0,0,23,17,10,0,24,0,1,24,0,0,1,0,0,0,0,0,0,0,48,38,50,11,0,22,32,88,88,45,53,44,54,19,8,1,0,19,0,18,3,11,6,50,5,4,0,1,10,8,9,4,5,17,3,15,2,0,34,10,8,14,7,23,5,1,13,0,1,0,0,0,5,0,0,1,0,32,26,28,0,0,0,2,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,89,34,65,11,0,83,83,17,65,unrepaired
Defects4J,0.023041475,0.880184332,0.801843318,0.036866359,0.041474654,0,0,4.986175115,4.142857143,0.520737327,0.313364055,0.00921659,1.419354839,1.368663594,0.050691244,0,8.84754522,2.4625323,0.374677003,8.041343669,21.31007752,50.44444444,3.547803618,4.534883721,7.77002584,1.311782588,329.8656331,0.57239879,0.555555556,0.570820296,0.575674689,0.475452196,1.031007752,31.61668049,12.08010336,2.266149871,1.007751938,1.259927698,5,0,60,0,2,5,25,0,59,0,22,2,0,0,0,2,0,0,23,18,14,0,23,1,6,17,10,0,0,0,3,1,0,0,0,0,58,34,39,3,0,21,23,75,75,71,11,70,60,35,5,0,0,37,0,11,8,0,5,60,25,0,0,2,5,0,22,4,10,13,11,14,0,1,19,3,5,6,3,18,0,0,2,1,0,0,0,0,0,0,2,0,0,39,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,84,0,86,0,17,0,86,23,86,unrepaired
Defects4J,0.060096154,0.841346154,0.711538462,0.038461538,0.084134615,0.007211538,0.307692308,6.278846154,5.276442308,0.538461538,0.435096154,0.028846154,1.807692308,1.759615385,0.048076923,0,10.55976676,2.134110787,0.297376093,9.744897959,25.20991254,79.89941691,4.437317784,5.360058309,9.180758017,1.301516327,506.0204082,0.529845365,0.820699708,0.423913275,0.591077856,0.43148688,1.311953353,46.64363475,14.9606414,2.7303207,1.294460641,1.322037875,4,5,67,0,0,1,46,0,36,5,22,3,0,0,1,1,0,0,22,3,17,0,23,0,2,13,2,0,0,0,0,1,0,0,0,0,67,39,48,11,2,19,31,93,93,84,13,83,78,20,7,0,0,43,0,17,15,5,4,67,46,0,0,0,1,5,22,0,4,17,11,19,0,0,29,1,9,11,0,20,2,0,7,2,0,0,0,0,2,2,3,0,1,39,19,39,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,100,0,100,0,0,28,100,22,100,repaired
Defects4J,0.088888889,0.997979798,0.76969697,0.048484848,0.173737374,0.006060606,0.284848485,5.276767677,4.341414141,0.547474747,0.361616162,0.026262626,1.232323232,1.185858586,0.046464646,0,9.593241552,1.662077597,0.290362954,10.54067584,23.05506884,70.33166458,4.872340426,5.710888611,8.200250313,1.3241139,493.485607,0.5238029,1.077596996,0.24839641,0.639816964,0.355444305,1.19649562,53.56032932,17.0175219,3.506883605,2.122653317,1.513006289,6,1,67,0,1,4,26,0,7,1,21,0,0,0,0,2,0,0,32,15,28,11,32,1,5,33,5,0,1,0,0,5,0,0,0,0,53,37,48,9,1,4,30,82,81,71,26,71,72,34,1,0,0,31,1,23,15,1,6,67,26,0,0,1,4,1,21,3,4,3,2,5,0,0,9,2,1,2,4,6,0,0,6,0,0,0,1,1,0,0,0,0,0,42,29,34,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,62,100,34,100,16,32,46,72,29,100,repaired
Defects4J,0.088888889,0.997979798,0.76969697,0.048484848,0.173737374,0.006060606,0.284848485,5.276767677,4.341414141,0.547474747,0.361616162,0.026262626,1.232323232,1.185858586,0.046464646,0,9.593241552,1.662077597,0.290362954,10.54067584,23.05506884,70.33166458,4.872340426,5.710888611,8.200250313,1.3241139,493.485607,0.5238029,1.077596996,0.24839641,0.639816964,0.355444305,1.19649562,53.56032932,17.0175219,3.506883605,2.122653317,1.513006289,6,1,67,0,1,4,26,0,7,1,21,0,0,0,0,2,0,0,32,15,28,11,32,1,5,33,5,0,1,0,0,5,0,0,0,0,53,37,48,9,1,4,30,82,81,71,26,71,72,34,1,0,0,31,1,23,15,1,6,67,26,0,0,1,4,1,21,3,4,3,2,5,0,0,9,2,1,2,4,6,0,0,6,0,0,0,1,1,0,0,0,0,0,42,29,34,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,62,100,34,100,16,32,46,72,29,100,repaired
Defects4J,0.088888889,0.997979798,0.76969697,0.048484848,0.173737374,0.006060606,0.284848485,5.276767677,4.341414141,0.547474747,0.361616162,0.026262626,1.232323232,1.185858586,0.046464646,0,9.593241552,1.662077597,0.290362954,10.54067584,23.05506884,70.33166458,4.872340426,5.710888611,8.200250313,1.3241139,493.485607,0.5238029,1.077596996,0.24839641,0.639816964,0.355444305,1.19649562,53.56032932,17.0175219,3.506883605,2.122653317,1.513006289,6,1,67,0,1,4,26,0,7,1,21,0,0,0,0,2,0,0,32,15,28,11,32,1,5,33,5,0,1,0,0,5,0,0,0,0,53,37,48,9,1,4,30,82,81,71,26,71,72,34,1,0,0,31,1,23,15,1,6,67,26,0,0,1,4,1,21,3,4,3,2,5,0,0,9,2,1,2,4,6,0,0,6,0,0,0,1,1,0,0,0,0,0,42,29,34,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,62,100,34,100,16,32,46,72,29,100,repaired
Defects4J,0.028776978,1.244604317,1.143884892,0.057553957,0.043165468,0,0,5.424460432,4.561151079,0.532374101,0.316546763,0.014388489,1.978417266,1.928057554,0.050359712,0,9.866141732,2.519685039,0.381889764,7.137795276,22.16929134,52.9015748,3.251968504,3.948818898,8.724409449,1.305927652,315.3622047,0.551312074,0.511811024,0.551044937,0.589643015,0.57480315,1.212598425,28.94321237,13.55905512,2.385826772,1.007874016,1.290323565,0,0,10,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,14,0,0,0,6,14,14,14,0,14,12,0,0,0,0,5,0,0,0,0,0,10,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14,0,0,0,14,1,14,repaired
Defects4J,0.028776978,1.244604317,1.143884892,0.057553957,0.043165468,0,0,5.424460432,4.561151079,0.532374101,0.316546763,0.014388489,1.978417266,1.928057554,0.050359712,0,9.866141732,2.519685039,0.381889764,7.137795276,22.16929134,52.9015748,3.251968504,3.948818898,8.724409449,1.305927652,315.3622047,0.551312074,0.511811024,0.551044937,0.589643015,0.57480315,1.212598425,28.94321237,13.55905512,2.385826772,1.007874016,1.290323565,0,0,10,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,14,0,0,0,6,14,14,14,0,14,12,0,0,0,0,5,0,0,0,0,0,10,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14,0,0,0,14,1,14,repaired
Defects4J,0.104424779,0.968141593,0.750442478,0.042477876,0.169911504,0.005309735,0.348672566,5.307964602,4.375221239,0.502654867,0.407079646,0.02300885,1.242477876,1.198230088,0.044247788,0,9.7090301,1.676700111,0.294314381,10.87068004,23.13154961,71.57971014,5.026755853,5.908584169,8.257525084,1.321274246,500.6755853,0.510899314,1.076923077,0.255634735,0.63244598,0.365663322,1.166109253,50.67798564,17.69788183,3.836120401,2,1.552439069,1,3,60,0,3,9,22,0,0,3,21,2,0,5,0,14,0,0,29,18,21,15,29,1,4,31,4,0,1,0,0,4,0,0,0,0,42,34,42,9,0,22,24,82,80,62,25,59,57,19,9,2,0,29,2,16,8,3,1,60,22,0,0,3,9,3,21,6,10,24,10,22,2,0,33,6,8,16,2,23,2,0,14,2,0,0,1,3,2,0,2,0,0,30,18,20,0,0,0,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,44,92,16,93,30,44,35,49,27,93,unrepaired
Defects4J,0.062626263,0.991919192,0.771717172,0.048484848,0.165656566,0.006060606,0.284848485,5.248484848,4.335353535,0.547474747,0.339393939,0.026262626,1.228282828,1.181818182,0.046464646,0,9.594968553,2.032704403,0.295597484,10.52075472,23.01383648,69.83018868,4.883018868,5.680503145,8.191194969,1.32116812,491.5823899,0.522664801,1.089308176,0.372044858,0.606151317,0.398742138,1.245283019,53.54916747,16.97106918,3.47672956,2.128301887,1.509202577,3,5,43,17,2,10,18,0,11,4,19,3,0,4,1,17,0,0,25,26,11,0,26,0,2,20,1,3,0,0,0,1,1,0,0,0,70,21,32,4,0,26,31,93,90,73,33,55,58,14,0,2,0,27,0,14,5,5,3,43,18,17,0,2,10,4,19,8,21,27,12,18,2,1,37,5,16,19,1,19,2,2,9,1,2,0,0,2,1,2,3,0,1,31,11,23,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,84,0,72,0,0,84,78,24,72,repaired
