Instance,S1_LOCAL_VAR_NOT_ASSIGNED,S1_LOCAL_VAR_NOT_USED,S2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,S2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,S4_Field_NOT_USED,S4_Field_NOT_ASSIGNED,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,S6_METHOD_THROWS_EXCEPTION,S7_OBJECT_USED_IN_ASSIGNMENT,S8_PRIMITIVE_USED_IN_ASSIGNMENT,S9_METHOD_CALL_WITH_NORMAL_GUARD,S10_METHOD_CALL_WITH_NULL_GUARD,S11_FAULTY_CLASS_EXCEPTION_TYPE,S12_METHOD_CALL_WITH_TRY_CATCH,S15_HAS_OBJECTIVE_METHOD_CALL,LE1_EXISTS_RELATED_BOOLEAN_EXPRESSION,LE2_IS_BOOLEAN_METHOD_PARAM_TYPE_VAR,LE3_IS_COMPATIBLE_VAR_NOT_INCLUDED,LE4_EXISTS_LOCAL_UNUSED_VARIABLES,LE5_COMPLEX_REFERENCE,LE6_HAS_NEGATION,LE7_SIMPLE_VAR_OR_METHOD_IN_LOGIC,LE8_SCOPE_VAR_USED_OTHER_BOOLEXPER,LE9_NORMAL_CHECK,LE9_NULL_CHECK,LE9_MIX_CHECK,LE10_ATOMIC_EXPRESSION_SAME_INVOCATION_TARGET,LE10_ATOMIC_EXPRESSION_COMPARISION_SAME_LEFT,LE10_ATOMIC_EXPRESSION_COMPARISION_SAME_RIGHT,LE10_ATOMIC_EXPRESSION_MULTIPLE_VAR_AS_BOOLEAN,LE10_ATOMIC_EXPRESSION_USED_IN_INVOCATION_COMPARISION_VARIABLE,V1_IS_TYPE_COMPATIBLE_METHOD_CALL_PARAM_RETURN,V2_HAS_VAR_SIM_NAME_COMP_TYPE,V2_HAS_VAR_SIM_NAME,V3_HAS_CONSTANT,V4B_USED_MULTIPLE_AS_PARAMETER,V4_FIRST_TIME_USED_AS_PARAMETER,V5_HAS_VAR_IN_TRANSFORMATION,V6_IS_METHOD_RETURN_TYPE_VAR,V16_IS_METHOD_PARAMETER_TYPE_VAR,V8_VAR_PRIMITIVE,V8_VAR_OBJECT,V9_VAR_TYPE_Similar_Literal,V10_VAR_TYPE_Similar_VAR,V11_VAR_COMPATIBLE_TYPE_IN_CONDITION,V12_VAR_Invocation_VAR_REPLACE_BY_VAR,V13_VAR_Invocation_VAR_REPLACE_BY_INVOCATION,V14_VAR_INSTANCE_OF_CLASS,V15_VAR_LAST_THREE_SAME_TYPE_LOC,V17_VAR_IS_ENUMERATION,V18_Has_Method_Similar_In_Name,V19_With_Special_Name,V1_LOCAL_VAR_NOT_USED,V1_LOCAL_VAR_NOT_ASSIGNED,V2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,V5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,V2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,V5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,V4_Field_NOT_USED,V4_Field_NOT_ASSIGNED,V7_OBJECT_USED_IN_ASSIGNMENT,V8_PRIMITIVE_USED_IN_ASSIGNMENT,M1_OVERLOADED_METHOD,M2_SIMILAR_METHOD_WITH_SAME_RETURN,M3_ANOTHER_METHOD_WITH_PARAMETER_RETURN_COMP,M4_PARAMETER_RETURN_COMPABILITY,M5_MI_WITH_COMPATIBLE_VAR_TYPE,M6_INV_Invocation_INV_REPLACE_BY_VAR,M7_INV_Invocation_INV_REPLACE_BY_INV,M8_RETURN_PRIMITIVE,M9_RETURN_OBJECTIVE,M10_WRAPTTED_IN_OTHER_CALLS,M11_Satrt_With_Get,M12_Has_Var_Similar_In_Name,M13_Argument_Has_Primitive,M1_LOCAL_VAR_NOT_USED,M1_LOCAL_VAR_NOT_ASSIGNED,M2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,M5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,M2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,M4_Field_NOT_USED,M4_Field_NOT_ASSIGNED,M7_OBJECT_USED_IN_ASSIGNMENT,M8_PRIMITIVE_USED_IN_ASSIGNMENT,M9_METHOD_CALL_WITH_NORMAL_GUARD,M10_METHOD_CALL_WITH_NULL_GUARD,M12_METHOD_CALL_WITH_TRY_CATCH,C1_SAME_TYPE_CONSTANT,C2_SAME_TYPE_CONSTANT_VAR,C2_SAME_TYPE_VAR,C3_TYPEACCESS_ACTUAL_VAR,CON1_OVERLOADED_CONSTRUCTOR,CON2_SIMILAR_CONSTRUCTOR,CON3_WRAPTTED_IN_OTHER_CALLS,CON4_Return_Primitive,CON5_Of_Class,CON6_Argument_Has_Primitive,CON9_METHOD_CALL_WITH_NORMAL_GUARD,CON10_METHOD_CALL_WITH_NULL_GUARD,CON12_METHOD_CALL_WITH_TRY_CATCH,O1_IS_LOGICAL,O1_IS_BIT,O1_IS_COMPARE,O1_IS_SHIFT,O1_IS_MATH,O1_IS_OTHERS,O2_LOGICAL_CONTAIN_NOT,O3_CONTAIN_NULL,O3_CONTAIN_01,O4_COMPARE_IN_CONDITION,O5_IS_MATH_ROOT,Label
Bugs.jar,0,6,31,34,0,8,1,1,1,8,0,3,1,0,3,21,33,28,2,8,39,2,4,34,1,0,3,0,0,0,0,1,37,6,12,10,0,34,4,72,78,40,47,22,42,2,5,2,0,1,0,50,5,6,0,31,1,34,1,0,8,8,0,6,14,18,3,25,0,1,39,14,13,20,8,22,0,0,9,1,8,0,2,0,0,3,1,2,17,9,12,0,1,1,0,4,0,4,0,0,1,71,8,98,0,60,72,42,98,57,31,60,Unrepaired
Bugs.jar,5,7,49,46,6,12,1,1,42,6,6,12,1,0,6,27,17,19,2,2,21,1,2,24,4,0,1,1,0,0,0,1,62,3,12,8,0,36,26,86,86,46,56,32,45,8,8,2,0,18,0,27,2,7,5,49,1,46,1,6,12,6,6,21,38,25,6,33,0,0,55,18,18,20,7,44,2,1,27,1,30,0,2,2,0,12,1,6,36,20,21,0,0,0,0,2,0,1,0,0,0,53,8,92,0,88,45,26,92,50,18,88,Unrepaired
Bugs.jar,2,4,44,41,8,18,1,1,42,5,7,9,1,0,6,17,18,21,2,7,27,1,2,26,4,0,1,1,0,0,0,1,54,3,13,8,0,34,24,88,88,49,54,37,43,7,8,1,0,16,1,33,2,4,2,44,1,41,1,8,18,5,7,17,31,25,4,22,0,2,52,12,10,17,5,39,1,0,26,1,26,0,2,2,0,9,1,6,29,18,20,0,0,0,0,3,0,1,0,0,0,48,8,98,0,88,44,20,89,47,22,88,Unrepaired
Bugs.jar,2,4,51,37,6,18,6,0,44,6,9,12,3,0,6,15,28,22,5,17,32,0,3,37,4,0,1,0,0,0,1,1,60,12,27,6,0,28,35,90,90,54,51,43,49,13,8,1,0,23,1,40,3,4,2,51,6,37,0,6,18,6,9,17,25,25,7,23,1,1,44,11,9,13,4,37,0,0,26,1,28,1,4,2,0,12,3,6,35,18,25,0,1,0,0,4,0,1,0,0,0,68,8,100,0,85,53,22,100,66,24,85,Unrepaired
Bugs.jar,1,8,37,36,0,6,0,2,1,9,1,4,0,0,5,25,33,29,1,8,37,3,4,31,2,0,3,1,0,0,0,1,36,1,7,10,0,35,9,77,81,40,46,24,41,1,7,0,2,1,0,41,5,8,1,37,0,36,2,0,6,9,1,7,17,19,4,24,0,1,41,15,12,21,9,23,1,1,14,0,12,0,2,0,1,4,0,4,17,8,14,0,1,1,2,3,0,4,0,0,1,78,14,99,0,62,76,42,98,56,31,62,Unrepaired
Bugs.jar,12,21,33,21,9,14,3,0,2,21,4,5,2,0,1,33,21,22,2,19,29,1,2,31,2,0,1,0,0,0,0,0,14,5,23,2,0,23,14,80,80,39,47,25,33,2,2,1,4,8,0,26,4,21,12,33,3,21,0,9,14,21,4,10,13,15,4,28,2,1,54,7,20,14,1,28,11,8,14,0,11,1,2,10,0,5,2,1,34,14,23,0,2,0,3,6,0,4,0,0,0,39,1,99,0,76,3,6,67,63,29,76,Unrepaired
Bugs.jar,2,4,51,37,6,18,6,0,44,6,9,12,3,0,6,15,28,22,5,17,32,0,3,37,4,0,1,0,0,0,1,1,60,12,27,6,0,28,35,90,90,54,51,43,49,13,8,1,0,23,1,40,3,4,2,51,6,37,0,6,18,6,9,17,25,25,7,23,1,1,44,11,9,13,4,37,0,0,26,1,28,1,4,2,0,12,3,6,35,18,25,0,1,0,0,4,0,1,0,0,0,68,8,100,0,85,53,22,100,66,24,85,Unrepaired
Bugs.jar,6,12,47,48,0,10,0,0,0,12,2,7,1,0,5,34,33,29,2,19,34,4,6,32,5,0,4,2,0,0,0,2,61,5,13,7,0,28,14,86,86,46,49,33,44,6,7,2,0,5,0,54,7,12,6,47,0,48,0,0,10,12,2,7,23,35,6,35,0,1,41,18,17,22,7,21,2,3,25,0,22,0,7,2,1,7,1,4,15,6,13,0,0,1,0,1,0,3,0,0,1,83,2,99,0,76,84,43,91,76,29,76,Unrepaired
Bugs.jar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrepaired
Bugs.jar,5,9,43,50,0,11,0,1,1,11,2,5,1,0,7,28,32,29,2,11,35,2,3,29,3,0,2,1,0,0,0,1,47,5,12,10,0,31,14,83,84,44,48,31,45,6,8,1,0,5,0,42,4,9,5,43,0,50,1,0,11,11,2,7,24,31,5,31,0,1,37,18,14,22,6,21,1,3,22,0,20,0,7,1,1,5,1,6,16,7,14,0,0,1,0,2,0,4,0,0,1,79,9,99,0,66,81,48,97,60,31,66,Unrepaired
Bugs.jar,2,4,41,35,7,19,1,0,43,5,8,9,1,0,6,19,22,20,2,9,30,0,2,30,4,0,1,0,0,0,0,1,51,4,14,7,0,31,24,87,87,49,52,38,40,7,5,1,0,16,1,37,2,4,2,41,1,35,0,7,19,5,8,16,22,26,5,22,0,2,44,13,10,17,5,35,0,0,21,1,23,1,3,1,0,9,1,6,30,15,17,0,1,0,0,4,0,1,0,0,0,53,8,99,0,83,48,7,90,53,22,83,Unrepaired
Bugs.jar,0,15,34,18,1,6,0,0,0,16,0,1,1,0,0,20,14,14,0,10,14,0,1,14,0,0,1,0,0,0,0,0,32,6,11,0,0,15,6,38,38,12,31,9,10,3,2,0,0,3,0,20,2,15,0,34,0,18,0,1,6,16,0,2,18,23,1,14,1,1,16,18,13,14,2,4,12,0,23,0,12,0,3,12,0,1,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,29,0,42,0,42,29,29,42,29,11,42,Unrepaired
Bugs.jar,2,4,44,41,8,18,1,1,42,5,7,9,1,0,6,17,18,21,2,7,27,1,2,26,4,0,1,1,0,0,0,1,54,3,13,8,0,34,24,88,88,49,54,37,43,7,8,1,0,16,1,33,2,4,2,44,1,41,1,8,18,5,7,17,31,25,4,22,0,2,52,12,10,17,5,39,1,0,26,1,26,0,2,2,0,9,1,6,29,18,20,0,0,0,0,3,0,1,0,0,0,48,8,98,0,88,44,20,89,47,22,88,Unrepaired
Bugs.jar,0,3,0,0,1,3,0,0,0,4,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,6,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,3,4,0,0,1,0,0,1,0,0,0,4,0,2,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,1,0,Unrepaired
Bugs.jar,2,4,41,35,7,19,1,0,43,5,8,9,1,0,6,19,22,20,2,9,30,0,2,30,4,0,1,0,0,0,0,1,51,4,14,7,0,31,24,87,87,49,52,38,40,7,5,1,0,16,1,37,2,4,2,41,1,35,0,7,19,5,8,16,22,26,5,22,0,2,44,13,10,17,5,35,0,0,21,1,23,1,3,1,0,9,1,6,30,15,17,0,1,0,0,4,0,1,0,0,0,53,8,99,0,83,48,7,90,53,22,83,Unrepaired
Bugs.jar,0,7,51,29,6,14,9,0,34,8,4,8,3,0,5,22,35,30,3,10,37,4,7,38,8,0,1,0,0,0,0,1,47,0,8,10,0,23,17,82,85,33,56,28,27,0,10,0,0,2,0,32,7,7,0,51,9,29,0,6,14,8,4,10,21,21,6,23,2,0,36,18,10,21,9,10,1,0,12,0,7,1,1,1,0,8,3,5,13,4,9,0,0,0,2,0,0,0,0,0,0,70,23,95,0,75,72,46,93,62,30,75,Unrepaired
Bugs.jar,6,14,62,44,3,5,0,0,41,13,7,10,0,0,6,28,24,22,2,3,26,1,1,26,4,0,0,1,0,0,0,1,68,4,10,5,0,39,32,87,87,45,56,40,59,12,12,2,0,29,0,32,6,14,6,62,0,44,0,3,5,13,7,24,38,42,10,25,0,0,61,11,13,20,6,49,6,3,29,0,27,2,1,5,0,10,0,6,33,15,20,0,0,0,0,3,0,3,0,0,0,86,0,99,0,100,35,23,99,48,22,100,Unrepaired
Bugs.jar,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,Unrepaired
Bugs.jar,2,4,50,37,6,18,6,0,44,6,9,12,3,0,6,15,28,22,5,13,32,0,2,37,4,0,1,0,0,0,0,1,61,12,22,6,0,28,30,90,90,53,52,42,47,11,8,1,0,21,1,40,3,4,2,50,6,37,0,6,18,6,9,17,25,25,6,22,1,1,44,11,9,13,4,36,0,0,26,1,28,1,4,2,0,12,3,6,35,18,20,0,1,0,0,4,0,1,0,0,0,68,8,100,0,85,53,22,100,66,24,85,Unrepaired
Bugs.jar,7,15,55,48,0,12,1,1,6,14,2,7,1,0,5,38,34,30,2,21,35,4,6,33,6,0,4,2,0,0,0,2,58,5,17,6,0,28,17,88,88,41,58,34,42,6,6,2,0,5,0,54,7,15,7,55,1,48,1,0,12,14,2,6,24,38,6,33,1,1,37,24,21,24,6,21,3,3,28,0,22,0,8,3,1,7,1,4,17,6,14,0,0,0,0,1,0,4,0,0,1,94,11,99,0,80,90,51,91,87,30,80,Unrepaired
Bugs.jar,7,9,48,51,2,12,1,1,15,10,2,6,1,0,6,29,31,29,2,13,36,2,3,28,3,0,2,1,0,0,0,1,51,8,16,8,0,36,19,90,90,46,56,38,48,7,10,1,0,6,0,41,5,9,7,48,1,51,1,2,12,10,2,5,21,26,4,28,0,1,43,18,14,20,7,30,2,4,23,0,20,1,7,2,1,6,1,5,21,13,20,0,0,0,0,1,0,4,0,0,1,74,3,98,0,68,73,42,96,55,30,68,Unrepaired
Bugs.jar,4,16,40,40,4,11,0,1,0,19,1,1,0,3,0,32,34,37,0,13,39,0,7,37,2,2,5,3,0,0,0,1,29,4,15,1,0,23,13,83,83,29,60,22,26,4,4,0,0,12,0,33,18,16,4,40,0,40,1,4,11,19,1,4,6,18,2,18,0,0,27,25,3,18,3,11,6,0,15,0,13,1,1,7,0,1,0,0,9,4,4,0,1,0,1,4,0,1,0,0,0,70,4,95,0,83,58,34,95,47,31,83,Unrepaired
Bugs.jar,4,10,52,1,2,9,18,0,36,11,8,1,0,0,0,17,22,23,7,1,24,1,7,28,5,0,2,0,1,0,0,0,16,26,47,1,0,19,30,80,80,53,47,41,58,27,3,3,4,25,0,27,9,10,4,52,18,1,0,2,9,11,8,11,11,8,1,11,2,3,27,10,6,0,1,12,3,0,5,0,0,0,4,3,0,0,0,0,18,7,11,0,0,1,1,2,1,5,1,0,0,63,0,99,0,75,2,8,87,87,24,75,Unrepaired
Bugs.jar,2,4,51,38,6,19,6,0,44,6,9,13,4,0,6,15,28,22,5,17,32,0,3,37,4,0,1,0,0,0,1,1,60,12,27,7,0,28,35,90,90,54,52,43,49,13,8,1,0,23,1,41,3,4,2,51,6,38,0,6,19,6,9,16,24,25,7,23,1,1,45,10,10,13,4,36,0,0,26,1,29,1,5,1,0,13,4,6,34,17,24,0,1,0,0,4,0,1,0,0,0,68,8,100,0,85,53,22,100,66,24,85,Unrepaired
Bugs.jar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrepaired
Bugs.jar,0,9,51,29,10,20,1,0,50,10,4,7,0,0,0,27,40,37,1,12,42,2,7,41,8,0,4,0,0,0,1,1,60,2,14,9,0,19,23,92,92,31,71,27,23,3,5,0,0,7,2,36,3,9,0,51,1,29,0,10,20,10,4,14,21,14,2,21,2,2,35,17,14,30,7,4,2,0,20,0,10,4,6,3,0,7,0,0,10,4,8,0,0,0,2,0,0,0,0,0,0,73,3,94,0,73,55,37,90,47,28,73,Unrepaired
Bugs.jar,0,6,34,37,0,8,1,1,6,8,0,3,1,0,3,21,33,27,2,10,38,2,4,34,1,0,3,0,0,0,0,1,42,6,12,9,0,33,5,73,78,40,48,23,46,4,5,1,0,2,0,46,4,6,0,34,1,37,1,0,8,8,0,5,13,19,3,25,0,1,39,13,14,20,8,21,0,0,11,1,10,0,2,0,0,3,1,2,19,10,13,0,1,1,0,3,0,5,0,0,1,74,8,98,0,58,75,40,98,59,32,58,Unrepaired
Bugs.jar,2,10,35,32,4,12,0,0,16,10,1,2,4,0,3,22,28,25,0,4,31,2,5,23,2,0,3,0,0,0,0,1,45,6,16,3,0,24,12,81,81,31,54,23,36,1,6,2,0,4,0,35,2,10,2,35,0,32,0,4,12,10,1,7,15,18,2,19,0,1,35,16,11,18,7,17,1,0,17,0,18,2,5,1,1,2,1,2,14,7,13,0,4,0,0,5,0,5,0,3,1,96,0,100,0,54,64,37,94,38,29,54,Unrepaired
Bugs.jar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrepaired
Bugs.jar,12,21,32,21,9,14,3,0,2,21,4,3,2,0,1,33,21,22,2,19,29,1,2,30,2,0,1,0,0,0,0,0,14,5,23,2,0,22,14,79,79,39,46,25,33,2,2,1,4,8,0,28,4,21,12,32,3,21,0,9,14,21,4,6,13,15,4,29,2,1,52,7,16,14,2,30,11,8,14,0,11,1,2,10,0,3,2,1,32,14,23,0,2,0,3,6,0,4,0,0,0,43,4,99,0,76,3,6,68,63,28,76,Unrepaired
Bugs.jar,16,12,60,60,0,21,3,0,5,15,3,10,3,0,15,28,38,39,2,28,39,4,7,41,5,0,3,0,0,0,0,1,60,7,20,12,0,34,22,76,76,35,63,31,66,16,15,3,0,13,0,40,5,12,16,60,3,60,0,0,21,15,3,1,31,43,9,40,0,0,42,22,17,19,3,20,1,5,35,0,32,0,18,2,0,10,3,14,21,6,16,0,0,0,1,0,0,2,0,0,1,96,8,97,0,95,92,76,96,93,31,95,Unrepaired
Bugs.jar,0,3,0,0,1,3,0,0,0,4,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,6,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,3,4,0,0,1,0,0,1,0,0,0,4,0,2,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,1,0,Unrepaired
Bugs.jar,5,8,46,49,0,11,0,1,0,10,2,5,1,0,7,31,33,30,2,13,36,2,3,29,3,0,2,1,0,0,0,1,46,5,12,7,0,32,14,84,85,39,54,31,42,7,7,2,0,5,0,42,6,8,5,46,0,49,1,0,11,10,2,6,23,28,6,32,0,1,38,21,17,20,6,26,3,3,24,0,20,0,7,3,1,5,1,6,22,10,18,0,0,0,0,3,0,5,0,0,1,90,7,100,0,67,87,56,98,65,31,67,Unrepaired
Bugs.jar,2,4,51,37,6,18,6,0,44,6,9,12,3,0,6,15,28,22,5,17,32,0,3,37,4,0,1,0,0,0,1,1,60,12,27,6,0,28,35,90,90,54,51,43,49,13,8,1,0,23,1,40,3,4,2,51,6,37,0,6,18,6,9,17,25,25,7,23,1,1,44,11,9,13,4,37,0,0,26,1,28,1,4,2,0,12,3,6,35,18,25,0,1,0,0,4,0,1,0,0,0,68,8,100,0,85,53,22,100,66,24,85,Unrepaired
Bugs.jar,0,8,49,24,5,12,5,0,34,9,4,9,4,0,2,20,38,35,1,8,40,2,5,38,6,0,1,0,0,0,0,1,51,0,9,7,0,23,18,84,86,32,59,24,21,1,7,0,0,5,0,34,4,8,0,49,5,24,0,5,12,9,4,13,21,19,5,18,2,0,35,17,9,21,7,7,2,0,14,0,8,1,1,2,0,9,4,2,13,4,9,0,0,0,4,1,0,0,0,0,0,60,15,96,0,58,55,30,94,64,27,58,Unrepaired
Bugs.jar,5,9,45,51,0,11,0,1,0,10,2,5,1,0,6,32,32,29,2,11,35,2,3,26,3,0,2,1,0,0,0,1,49,5,12,8,0,33,15,87,88,44,52,32,43,7,8,2,0,5,0,44,6,9,5,45,0,51,1,0,11,10,2,6,23,27,6,30,0,1,39,18,15,19,6,27,3,3,24,0,20,0,7,3,1,5,1,5,21,9,17,0,0,0,0,2,0,4,0,0,1,83,4,100,0,64,83,52,98,61,29,64,Unrepaired
Bugs.jar,5,9,44,46,0,11,0,1,1,11,2,5,1,0,6,29,32,29,2,11,35,2,3,29,3,0,2,1,0,0,0,1,48,5,13,10,0,32,14,84,85,44,49,31,46,6,8,1,1,5,0,43,5,9,5,44,0,46,1,0,11,11,2,7,24,30,5,30,0,1,37,18,14,22,7,21,1,3,23,0,21,0,7,1,1,5,1,5,15,6,13,0,1,1,1,2,0,3,0,0,1,79,9,99,0,66,81,48,97,60,31,66,Unrepaired
Bugs.jar,1,8,36,36,0,6,0,2,1,9,1,4,0,0,5,26,33,29,1,8,37,3,4,31,2,0,3,1,0,0,0,1,36,1,7,10,0,34,9,79,82,41,46,24,40,1,7,0,2,1,0,42,5,8,1,36,0,36,2,0,6,9,1,7,17,20,4,24,0,2,41,15,13,21,9,23,1,1,14,0,13,0,2,0,1,4,0,4,17,7,13,0,1,1,2,3,0,4,0,0,1,80,14,99,0,62,76,42,98,58,31,62,Unrepaired
Bugs.jar,6,6,37,0,1,7,18,0,0,10,6,9,0,0,1,14,30,23,24,0,34,1,9,33,9,0,1,1,3,0,0,0,35,8,19,21,1,21,28,79,79,66,16,59,61,23,6,1,4,25,0,17,9,6,6,37,18,0,0,1,7,10,6,0,2,7,2,23,1,2,38,2,13,3,9,23,3,2,14,5,0,0,1,7,0,9,0,0,34,17,28,0,0,0,0,4,0,4,0,0,1,80,16,99,0,80,1,6,13,97,29,80,Unrepaired
Bugs.jar,4,8,59,9,1,8,18,0,37,9,8,4,0,0,4,10,26,27,7,5,28,1,8,32,5,0,3,0,1,0,0,0,16,26,44,0,0,16,30,78,78,43,53,43,61,27,1,0,4,25,0,33,11,8,4,59,18,9,0,1,8,9,8,4,10,7,0,9,1,1,22,10,5,5,3,9,1,0,9,0,3,0,2,1,0,3,0,3,21,12,17,0,0,1,1,1,1,6,1,0,1,82,0,98,0,77,20,10,91,95,25,77,Unrepaired
Bugs.jar,2,4,51,37,6,18,6,0,44,6,9,12,3,0,6,15,28,22,5,17,32,0,3,37,4,0,1,0,0,0,1,1,60,12,27,6,0,28,35,90,90,54,51,43,49,13,8,1,0,23,1,40,3,4,2,51,6,37,0,6,18,6,9,17,25,25,7,23,1,1,44,11,9,13,4,37,0,0,26,1,28,1,4,2,0,12,3,6,35,18,25,0,1,0,0,4,0,1,0,0,0,68,8,100,0,85,53,22,100,66,24,85,Unrepaired
Bugs.jar,5,11,37,30,1,13,0,0,0,13,3,4,1,0,5,34,25,26,3,7,31,1,3,17,2,0,2,0,0,0,0,1,42,5,14,5,0,31,14,86,86,35,59,33,44,6,4,1,0,4,0,44,4,11,5,37,0,30,0,1,13,13,3,7,25,29,4,30,0,1,35,24,15,18,7,18,2,3,20,0,18,0,9,3,2,4,1,4,13,6,12,0,0,0,0,2,0,3,0,0,1,65,0,85,0,46,63,37,80,47,25,46,Unrepaired
Bugs.jar,0,8,48,23,5,12,4,0,34,9,4,9,6,0,0,20,40,37,1,6,42,2,5,38,6,0,1,0,0,0,0,1,51,0,10,5,0,23,18,84,86,30,61,22,19,1,5,0,0,5,0,36,4,8,0,48,4,23,0,5,12,9,4,15,23,19,5,18,2,0,35,17,9,21,7,5,2,0,14,0,8,1,1,2,0,9,6,0,11,4,7,0,0,0,6,1,0,0,0,0,0,60,13,96,0,56,53,28,94,64,27,56,Unrepaired
Bugs.jar,4,8,70,19,1,5,20,0,39,10,13,8,3,0,1,11,29,30,8,0,31,1,10,31,5,2,3,0,1,0,0,0,19,23,40,0,0,19,34,76,76,42,57,42,71,27,1,2,4,36,0,20,12,8,4,70,20,19,0,1,5,10,13,9,15,11,4,11,1,0,26,8,8,0,5,7,1,0,11,1,5,0,1,2,1,7,3,1,15,11,12,0,3,2,1,3,2,5,1,0,0,82,19,99,19,83,25,25,93,95,30,83,Unrepaired
Bugs.jar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrepaired
Bugs.jar,0,8,51,32,5,13,5,0,36,8,3,6,3,0,5,20,37,31,4,13,39,4,7,42,8,0,2,0,0,0,0,1,43,1,13,13,0,21,18,80,84,35,55,30,32,1,10,1,0,2,0,30,5,8,0,51,5,32,0,5,13,8,3,8,21,15,2,21,2,0,40,14,11,22,10,11,1,0,13,0,7,1,1,1,0,6,2,4,13,4,9,0,0,0,4,0,0,0,0,1,1,76,25,95,0,77,72,51,93,59,31,77,Unrepaired
Bugs.jar,4,10,46,19,7,16,2,0,32,13,3,16,13,0,0,30,40,39,1,2,41,2,3,36,4,1,0,0,0,0,0,0,43,0,25,2,0,27,19,88,88,27,67,17,17,2,1,1,0,6,0,56,5,10,4,46,2,19,0,7,16,13,3,20,23,19,5,19,3,0,39,22,11,23,7,4,3,1,18,0,7,2,3,2,0,16,13,0,9,4,6,0,0,2,16,2,0,2,0,0,0,63,11,96,0,45,39,21,94,69,22,45,Unrepaired
