Instance,NoGenSM,NoSM,NoPubSM,NoProSM,NoPriSM,NoDefSM,NoGenM,NoM,NoPubM,NoProM,NoPriM,NoDefM,NoAM,NoPubAM,NoProAM,NoPriAM,NoDefAM,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,Label
Bears/INRIA-spoon/193004144-193023299,0.046666667,0.375555556,0.293333333,0.002222222,0.031111111,0.048888889,1.122222222,6.857777778,6.224444444,0.164444444,0.373333333,0.095555556,2.48,2.477777778,0.002222222,0,0,8.539043235,1.185270426,0.387966464,15.23804044,24.22883446,126.2503699,7.211080059,8.301167187,7.628801578,1.552122335,181.4672037,0.317342727,0.789084333,0.178082512,0.422270393,0.13693901,0.27700148,8.778875408,unrepaired
Bears/INRIA-spoon/246216583-246226768,0.089430894,0.392276423,0.282520325,0.00203252,0.058943089,0.048780488,1.089430894,6.705284553,5.985772358,0.223577236,0.408536585,0.087398374,2.359756098,2.353658537,0.006097561,0,0,8.542427007,1.185979319,0.38716545,15.25684307,24.24270073,126.1999696,7.219434307,8.310827251,7.622871046,1.550479574,181.6681873,0.318282052,0.794099757,0.177857486,0.422479944,0.136709246,0.276916058,8.843868097,unrepaired
Bears/INRIA-spoon/237133219-237187910,0.068181818,0.369834711,0.276859504,0.002066116,0.041322314,0.049586777,1.109504132,6.727272727,6.035123967,0.204545455,0.398760331,0.088842975,2.390495868,2.384297521,0.006198347,0,0,8.544115564,1.186234244,0.386772412,15.27333239,24.24784025,126.1515366,7.226738422,8.31964311,7.621724968,1.54896212,181.5764056,0.319033679,0.793513667,0.177756165,0.422280062,0.136666195,0.27715621,8.835908695,unrepaired
Bears/INRIA-spoon/192969999-193004144,0.046666667,0.375555556,0.293333333,0.002222222,0.031111111,0.048888889,1.122222222,6.857777778,6.224444444,0.164444444,0.373333333,0.095555556,2.48,2.477777778,0.002222222,0,0,8.546458999,1.186102236,0.387247071,15.2650426,24.25319489,126.3777955,7.222976571,8.315761448,7.628328009,1.55027338,181.6070288,0.318374437,0.792066028,0.177899822,0.422134909,0.13671459,0.27715655,8.818065123,unrepaired
Bears/INRIA-spoon/247837075-247951830,0.086614173,0.37992126,0.273622047,0.001968504,0.057086614,0.047244094,1.05511811,6.753937008,6.049212598,0.216535433,0.403543307,0.084645669,2.332677165,2.326771654,0.005905512,0,0,8.543822466,1.18513901,0.386984167,15.26330881,24.23238998,126.1695549,7.222291485,8.313801272,7.619997507,1.548239109,181.9172173,0.319574265,0.795661389,0.177371696,0.422688666,0.136267298,0.276524124,8.864842521,unrepaired
Bears/INRIA-spoon/204567691-207361743,0.064794816,0.367170626,0.285097192,0.002159827,0.032397408,0.047516199,1.120950324,6.866090713,6.233261339,0.174946004,0.365010799,0.09287257,2.406047516,2.403887689,0.002159827,0,0,8.540247496,1.184914555,0.386918091,15.26140247,24.22357101,126.1289334,7.221449617,8.312905127,7.619446081,1.54918418,181.7673542,0.319061537,0.794225103,0.177293718,0.422689637,0.136240424,0.276134355,8.849012671,unrepaired
Bears/INRIA-spoon/248403517-248678183,0.086614173,0.37992126,0.273622047,0.001968504,0.057086614,0.047244094,1.05511811,6.616141732,5.911417323,0.216535433,0.403543307,0.084645669,2.334645669,2.328740157,0.005905512,0,0,8.538358906,1.184122748,0.386702246,15.26095175,24.20713809,125.9576384,7.221369802,8.311763398,7.612630643,1.547429877,182.0409162,0.320098744,0.797420503,0.176857028,0.423143754,0.135868357,0.275628197,8.888912692,unrepaired
Bears/INRIA-spoon/218213030-221992429,0.056962025,0.367088608,0.284810127,0.002109705,0.033755274,0.046413502,1.101265823,6.656118143,6.004219409,0.200421941,0.360759494,0.0907173,2.38185654,2.377637131,0.004219409,0,0,8.53437533,1.184602387,0.386630056,15.25747175,24.19463513,125.8186715,7.219664167,8.309853205,7.609990495,1.546963869,181.8325061,0.320185927,0.79659943,0.177091591,0.423211116,0.135917204,0.275425071,8.876324106,unrepaired
Bears/INRIA-spoon/254745624-256471804,0.086614173,0.385826772,0.273622047,0.001968504,0.062992126,0.047244094,1.05511811,6.803149606,6.092519685,0.216535433,0.409448819,0.084645669,2.334645669,2.328740157,0.005905512,0,0,8.533172981,1.18390459,0.38645019,15.25846863,24.18300261,125.6861094,7.220284626,8.309581078,7.604229304,1.545496291,182.1266787,0.321063489,0.799358589,0.176708276,0.423622189,0.135598316,0.275005011,8.911009827,unrepaired
Bears/INRIA-spoon/234612953-235302726,0.066252588,0.370600414,0.277432712,0.002070393,0.041407867,0.049689441,1.109730849,6.877846791,6.19047619,0.204968944,0.393374741,0.089026915,2.395445135,2.389233954,0.00621118,0,0,8.534601415,1.184190403,0.386255018,15.26667941,24.18658,125.6873447,7.223953355,8.3139935,7.604473332,1.544787519,182.0274326,0.321376938,0.798700057,0.176710059,0.42345365,0.135633722,0.275281973,8.900253035,unrepaired
Bears/INRIA-spoon/249529059-249603843,0.086614173,0.385826772,0.273622047,0.001968504,0.062992126,0.047244094,1.05511811,6.75984252,6.05511811,0.216535433,0.403543307,0.084645669,2.334645669,2.328740157,0.005905512,0,0,8.533588552,1.183574879,0.386108832,15.26679428,24.17646523,125.5697749,7.224136359,8.313371616,7.599580713,1.543553728,182.2595935,0.322119814,0.801112023,0.17637914,0.423790082,0.13535685,0.274906572,8.930811043,unrepaired
Bears/INRIA-spoon/190241093-190241752,0.049327354,0.378923767,0.295964126,0.002242152,0.031390135,0.049327354,1.116591928,6.892376682,6.253363229,0.165919283,0.376681614,0.096412556,2.475336323,2.47309417,0.002242152,0,0,8.535820634,1.183569802,0.386495008,15.26195481,24.18742337,125.6850587,7.221667542,8.31143808,7.60465931,1.544460165,182.3019793,0.32167704,0.800052549,0.176589834,0.423554119,0.135487826,0.27509196,8.916745883,unrepaired
Bears/INRIA-spoon/201940544-203101555,0.064794816,0.367170626,0.285097192,0.002159827,0.032397408,0.047516199,1.120950324,6.708423326,6.079913607,0.174946004,0.360691145,0.09287257,2.406047516,2.403887689,0.002159827,0,0,8.533580205,1.183470796,0.386466925,15.25988891,24.18220838,125.6749705,7.220754082,8.310469618,7.604864501,1.545282616,182.172614,0.321228784,0.798855412,0.176564682,0.423521016,0.135499074,0.274869551,8.903386788,unrepaired
Bears/INRIA-spoon/259664281-259695141,0.088582677,0.397637795,0.273622047,0.001968504,0.07480315,0.047244094,1.05511811,6.818897638,6.100393701,0.216535433,0.417322835,0.084645669,2.334645669,2.328740157,0.005905512,0,0,8.533855217,1.182955371,0.386328787,15.26204503,24.17803244,125.5956743,7.221773868,8.311112905,7.600758615,1.544114909,182.4324106,0.321973317,0.800984586,0.176272893,0.42380289,0.135259463,0.274554112,8.925962999,unrepaired
Bears/INRIA-spoon/245682273-245809519,0.089430894,0.392276423,0.282520325,0.00203252,0.058943089,0.048780488,1.089430894,6.703252033,5.985772358,0.223577236,0.406504065,0.087398374,2.359756098,2.353658537,0.006097561,0,0,8.535703198,1.183405775,0.385982614,15.27041292,24.1865104,125.5929835,7.225473455,8.315507606,7.598804719,1.543581931,182.492937,0.322275562,0.803089103,0.17622781,0.423851196,0.135206458,0.27460416,8.953464309,unrepaired
Bears/INRIA-spoon/228634633-228649848,0.06263048,0.375782881,0.279749478,0.002087683,0.043841336,0.050104384,1.098121086,6.812108559,6.131524008,0.206680585,0.384133612,0.089770355,2.36743215,2.361169102,0.006263048,0,0,8.534046693,1.18385214,0.385962287,15.27087698,24.18272972,125.5075576,7.225755762,8.315549237,7.596827297,1.54320278,182.3537115,0.322363871,0.802304699,0.176376664,0.423849885,0.135363664,0.274992517,8.945962003,unrepaired
Bears/INRIA-spoon/239865488-239871875,0.067901235,0.37037037,0.275720165,0.002057613,0.043209877,0.049382716,1.102880658,6.925925926,6.201646091,0.226337449,0.409465021,0.088477366,2.388888889,2.382716049,0.00617284,0,0,8.536639954,1.184030034,0.385748321,15.28120713,24.19175511,125.5125262,7.230380478,8.321132048,7.597357592,1.542503326,182.3173056,0.322705567,0.801674969,0.176351143,0.423681265,0.135369287,0.275142589,8.940128138,unrepaired
Bears/INRIA-spoon/196963859-196966996,0.045851528,0.368995633,0.288209607,0.002183406,0.030567686,0.048034934,1.122270742,6.912663755,6.277292576,0.172489083,0.368995633,0.093886463,2.430131004,2.427947598,0.002183406,0,0,8.535290007,1.183997205,0.385883997,15.27875611,24.19035639,125.5452131,7.229419986,8.319916143,7.598881901,1.543514584,182.2377358,0.322133248,0.800279525,0.176399537,0.423681208,0.135429769,0.275122292,8.929610848,unrepaired
Bears/INRIA-spoon/210079209-210080599,0.063965885,0.36673774,0.285714286,0.002132196,0.031982942,0.046908316,1.113006397,6.823027719,6.189765458,0.185501066,0.356076759,0.091684435,2.385927505,2.383795309,0.002132196,0,0,8.532679296,1.183897158,0.385723951,15.27598106,24.18179973,125.4969553,7.228213802,8.318403248,7.598308525,1.544040857,182.0961434,0.321842044,0.799526387,0.176370469,0.423686117,0.135453315,0.274966171,8.918319639,unrepaired
Bears/INRIA-spoon/213996751-215500998,0.056962025,0.364978903,0.284810127,0.002109705,0.03164557,0.046413502,1.101265823,6.780590717,6.135021097,0.200421941,0.35443038,0.0907173,2.377637131,2.373417722,0.004219409,0,0,8.529924615,1.184201901,0.385709603,15.27269748,24.17358243,125.4186824,7.226679777,8.316617502,7.596984595,1.543852952,181.948017,0.321840317,0.798885611,0.176531216,0.423713673,0.135496559,0.274860701,8.909459612,unrepaired
Bears/INRIA-spoon/259378726-259664281,0.088582677,0.397637795,0.273622047,0.001968504,0.07480315,0.047244094,1.05511811,6.811023622,6.100393701,0.216535433,0.409448819,0.084645669,2.334645669,2.328740157,0.005905512,0,0,8.530005075,1.183773154,0.385625476,15.27372494,24.16988074,125.3636767,7.227226592,8.316734331,7.594011672,1.54293897,182.1509769,0.322405797,0.800558234,0.176302941,0.42392992,0.135308297,0.274613042,8.930482998,unrepaired
Bears/INRIA-spoon/211090498-211342085,0.063965885,0.36673774,0.285714286,0.002132196,0.031982942,0.046908316,1.113006397,6.675906183,6.040511727,0.185501066,0.358208955,0.091684435,2.388059701,2.385927505,0.002132196,0,0,8.527965997,1.183688555,0.385487249,15.27177529,24.16323765,125.3256745,7.226438339,8.315633855,7.59375385,1.543465571,182.0279044,0.322132784,0.799926081,0.176279273,0.423919695,0.135333251,0.274485647,8.920271249,unrepaired
Bears/INRIA-spoon/245681314-245682273,0.089430894,0.392276423,0.282520325,0.00203252,0.058943089,0.048780488,1.089430894,6.851626016,6.134146341,0.223577236,0.406504065,0.087398374,2.359756098,2.353658537,0.006097561,0,0,8.529562982,1.18401387,0.385245412,15.27793388,24.17020386,125.3315598,7.229150475,8.318885634,7.592455312,1.543074181,182.0854905,0.322360889,0.801578287,0.17624436,0.42395346,0.135290249,0.274526215,8.941589501,unrepaired
Bears/INRIA-spoon/240253890-240366857,0.067901235,0.37037037,0.275720165,0.002057613,0.043209877,0.049382716,1.102880658,6.923868313,6.199588477,0.226337449,0.409465021,0.088477366,2.386831276,2.380658436,0.00617284,0,0,8.531660277,1.184152434,0.385093529,15.28593006,24.17787847,125.3397816,7.232717555,8.323225282,7.592889509,1.54251553,182.064831,0.322635914,0.801092134,0.176227961,0.42382233,0.135296851,0.27466016,8.93716146,unrepaired
Bears/INRIA-spoon/272467827-272468614,0.075,0.284090909,0.206818182,0.002272727,0.038636364,0.036363636,0.840909091,7.022727273,6.302272727,0.204545455,0.418181818,0.097727273,2.668181818,2.663636364,0.004545455,0,0,8.532073343,1.183751763,0.384992948,15.28818054,24.17771509,125.2961918,7.233737659,8.324118477,7.590521862,1.541604783,182.2582228,0.323190432,0.802538787,0.176013765,0.424006793,0.135119887,0.274414669,8.95656574,unrepaired
Bears/INRIA-spoon/271649592-272084174,0.108753316,0.429708223,0.278514589,0.00265252,0.084880637,0.063660477,0.270557029,5.429708223,4.729442971,0.206896552,0.384615385,0.108753316,3.135278515,3.132625995,0.00265252,0,0,8.532463259,1.183373547,0.384898004,15.29030489,24.17756087,125.255045,7.234700592,8.324961614,7.588286905,1.540745078,182.4401184,0.323713874,0.803904365,0.175811573,0.424180919,0.134952841,0.274182935,8.974882547,unrepaired
Bears/INRIA-spoon/260612138-265581135,0.088582677,0.399606299,0.273622047,0.001968504,0.076771654,0.047244094,1.05511811,6.828740157,6.11023622,0.216535433,0.417322835,0.084645669,2.334645669,2.328740157,0.005905512,0,0,8.532942118,1.183035476,0.384849293,15.29101094,24.17556682,125.2157375,7.235049346,8.325046679,7.586289677,1.540054975,182.6074153,0.324136266,0.805174713,0.175639141,0.42434777,0.134809282,0.273993065,8.987805127,unrepaired
Bears/INRIA-spoon/225344336-226528821,0.062761506,0.376569038,0.280334728,0.00209205,0.043933054,0.050209205,1.09623431,6.822175732,6.146443515,0.20292887,0.382845188,0.089958159,2.370292887,2.366108787,0.0041841,0,0,8.531991261,1.183260508,0.384779442,15.29036621,24.17316896,125.1714524,7.234758635,8.324646275,7.585570121,1.539851452,182.5101956,0.324168058,0.804619226,0.175748224,0.424337083,0.134831461,0.273876404,8.981020274,unrepaired
Bears/INRIA-spoon/190241752-190558172,0.049327354,0.378923767,0.295964126,0.002242152,0.031390135,0.049327354,1.116591928,6.892376682,6.253363229,0.165919283,0.376681614,0.096412556,2.475336323,2.47309417,0.002242152,0,0,8.533323166,1.183264704,0.385033806,15.2870215,24.17955366,125.2474201,7.233084236,8.323267755,7.588836358,1.540461934,182.5293071,0.323864506,0.803924559,0.175884858,0.424187688,0.134919425,0.274007422,8.971728261,unrepaired
Bears/INRIA-spoon/211342085-211425556,0.063965885,0.36673774,0.285714286,0.002132196,0.031982942,0.046908316,1.113006397,6.675906183,6.040511727,0.185501066,0.358208955,0.091684435,2.388059701,2.385927505,0.002132196,0,0,8.531602204,1.183208381,0.3849362,15.28513976,24.17397349,125.2195025,7.232312199,8.322228291,7.588749317,1.540944187,182.4225212,0.323610414,0.803336478,0.175875538,0.424173432,0.134948612,0.273918872,8.962530962,unrepaired
Bears/INRIA-spoon/199993301-200108848,0.062906725,0.368763557,0.286334056,0.002169197,0.032537961,0.047722343,1.121475054,6.724511931,6.093275488,0.175704989,0.362255965,0.093275488,2.4164859,2.414316703,0.002169197,0,0,8.530699413,1.183177207,0.384992477,15.28316265,24.17240208,125.2361307,7.231519682,8.321215357,7.589477261,1.541616532,182.3566956,0.323242698,0.802698636,0.175894192,0.424147255,0.134980343,0.273843615,8.953845931,unrepaired
Bears/INRIA-spoon/238234811-238235509,0.067901235,0.37037037,0.275720165,0.002057613,0.043209877,0.049382716,1.106995885,6.761316872,6.037037037,0.226337449,0.409465021,0.088477366,2.386831276,2.380658436,0.00617284,0,0,8.532195353,1.183309625,0.384874348,15.28956852,24.17771456,125.2428639,7.234376482,8.324703651,7.589758179,1.541196058,182.3209578,0.323446815,0.80227596,0.175889054,0.424031487,0.134992888,0.273968706,8.949503034,unrepaired
Bears/INRIA-spoon/237078306-237089137,0.068181818,0.369834711,0.276859504,0.002066116,0.041322314,0.049586777,1.109504132,6.725206612,6.035123967,0.204545455,0.396694215,0.088842975,2.390495868,2.384297521,0.006198347,0,0,8.532931634,1.183453071,0.384797219,15.29422943,24.18081112,125.2485284,7.236431054,8.327276941,7.590127462,1.54090675,182.2758749,0.323576703,0.801900348,0.175900144,0.423931225,0.135017381,0.274113557,8.944607623,unrepaired
Bears/INRIA-spoon/260087947-260197957,0.072319202,0.438902743,0.291770574,0,0.087281796,0.059850374,1.27680798,6.795511222,6.059850374,0.209476309,0.418952618,0.10723192,2.408977556,2.401496259,0.007481297,0,0,8.533100888,1.183164282,0.384758196,15.29464771,24.17850027,125.2138652,7.236641913,8.327250498,7.588163376,1.540353312,182.4192628,0.323940333,0.803024814,0.175751742,0.424079925,0.134894041,0.273953994,8.956324722,unrepaired
Bears/INRIA-spoon/237507053-237511642,0.068041237,0.369072165,0.27628866,0.002061856,0.041237113,0.049484536,1.109278351,6.86185567,6.171134021,0.204123711,0.397938144,0.088659794,2.38556701,2.379381443,0.006185567,0,0,8.533540097,1.183296411,0.384669916,15.29902525,24.18077093,125.2128932,7.23859105,8.329641117,7.588303057,1.540026651,182.3676562,0.324083843,0.802614089,0.175758102,0.423985071,0.134913602,0.274080638,8.952132441,unrepaired
Bears/INRIA-spoon/270439051-271649592,0.06097561,0.297560976,0.204878049,0.002439024,0.036585366,0.053658537,0.92195122,6.053658537,5.392682927,0.226829268,0.334146341,0.1,2.797560976,2.795121951,0.002439024,0,0,8.533815693,1.183007669,0.384602054,15.30046358,24.18049478,125.1822278,7.2392444,8.330185001,7.58658637,1.539382348,182.507517,0.324477628,0.803691348,0.175604013,0.424123126,0.134786188,0.273904943,8.966677381,unrepaired
Bears/INRIA-spoon/241091669-241205460,0.067622951,0.368852459,0.274590164,0.00204918,0.043032787,0.049180328,1.098360656,6.897540984,6.176229508,0.225409836,0.407786885,0.088114754,2.381147541,2.375,0.006147541,0,0,8.534662707,1.183114128,0.384471786,15.30470938,24.1841748,125.1811201,7.241111583,8.332498939,7.586508273,1.539093245,182.4980059,0.324593926,0.805133644,0.175588564,0.424074367,0.134789987,0.273992363,8.965850943,unrepaired
Bears/INRIA-spoon/246175274-246195936,0.089430894,0.392276423,0.282520325,0.00203252,0.058943089,0.048780488,1.089430894,6.853658537,6.134146341,0.223577236,0.408536585,0.087398374,2.359756098,2.353658537,0.006097561,0,0,8.535677181,1.183352034,0.384324482,15.3084819,24.18887919,125.1892532,7.242779371,8.334496946,7.585754062,1.538911246,182.5318123,0.324702065,0.806175456,0.175578164,0.424094674,0.134771226,0.274030669,8.979781583,unrepaired
Bears/INRIA-spoon/237627560-237821366,0.067901235,0.37037037,0.275720165,0.002057613,0.043209877,0.049382716,1.106995885,6.895061728,6.170781893,0.226337449,0.409465021,0.088477366,2.380658436,2.374485597,0.00617284,0,0,8.536700611,1.183462322,0.384236253,15.31348269,24.19238289,125.1936049,7.245010183,8.337230143,7.585906314,1.538603242,182.4892057,0.324846429,0.805743381,0.175580296,0.423999149,0.134786151,0.27413442,8.975489849,unrepaired
Bears/INRIA-spoon/240675027-240677764,0.067901235,0.37037037,0.275720165,0.002057613,0.043209877,0.049382716,1.102880658,6.925925926,6.201646091,0.226337449,0.409465021,0.088477366,2.386831276,2.380658436,0.00617284,0,0,8.538043695,1.183568319,0.384151456,15.31828893,24.19738787,125.2023405,7.247154212,8.339857012,7.586372169,1.538309557,182.4978632,0.324974573,0.8073651,0.175580241,0.423909656,0.134800495,0.274234133,8.975673591,unrepaired
Bears/INRIA-spoon/239871875-239928671,0.067901235,0.37037037,0.275720165,0.002057613,0.043209877,0.049382716,1.102880658,6.775720165,6.051440329,0.226337449,0.409465021,0.088477366,2.388888889,2.382716049,0.00617284,0,0,8.539374706,1.183670271,0.384069895,15.32299013,24.20208431,125.2108604,7.249255603,8.342422818,7.586859426,1.53802335,182.4757483,0.325110187,0.806926814,0.175581588,0.423817011,0.134814292,0.274330042,8.971950899,unrepaired
Bears/INRIA-spoon/234113323-234113988,0.066390041,0.371369295,0.278008299,0.002074689,0.041493776,0.049792531,1.109958506,6.885892116,6.199170124,0.205394191,0.392116183,0.089211618,2.400414938,2.394190871,0.006224066,0,0,8.539893106,1.18379667,0.384050448,15.32514323,24.20348368,125.224132,7.250201869,8.343638251,7.587341869,1.537936741,182.4307302,0.325135019,0.806552082,0.17561028,0.423750133,0.13484831,0.274464567,8.966384599,unrepaired
Bears/INRIA-spoon/228407512-228634633,0.06263048,0.375782881,0.279749478,0.002087683,0.043841336,0.050104384,1.098121086,6.812108559,6.131524008,0.206680585,0.384133612,0.089770355,2.36743215,2.361169102,0.006263048,0,0,8.538981387,1.1840148,0.384075207,15.32438555,24.20126855,125.1877147,7.249896175,8.34314947,7.586551893,1.537847744,182.3606675,0.325127756,0.806093555,0.175696575,0.423751303,0.134934119,0.274663042,8.962365173,unrepaired
Bears/INRIA-spoon/197674087-198523383,0.062906725,0.36659436,0.286334056,0.002169197,0.030368764,0.047722343,1.121475054,6.874186551,6.242950108,0.175704989,0.362255965,0.093275488,2.414316703,2.412147505,0.002169197,0,0,8.538016253,1.183977142,0.384132992,15.32205277,24.19915396,125.1989684,7.248914616,8.341942187,7.587071877,1.53841283,182.304798,0.324820618,0.805558648,0.175713905,0.423739959,0.134958626,0.274592749,8.955697374,unrepaired
Bears/INRIA-spoon/277315604-277340707,0.072289157,0.296385542,0.207228916,0.002409639,0.043373494,0.043373494,2.045783133,7.710843373,7.03373494,0.195180723,0.378313253,0.103614458,2.54939759,2.546987952,0.002409639,0,0,8.549357317,1.183701708,0.384043986,15.33761789,24.19768416,125.235881,7.256818265,8.34959764,7.596620908,1.537869644,182.4564687,0.325138792,0.806321232,0.17556603,0.423710442,0.134835961,0.274405564,8.976521797,unrepaired
Defects4J/Closure/61,1.076315789,1.8,0.602631579,0.010526316,0.460526316,0.726315789,0.507894737,9.1,4.734210526,0.157894737,2.726315789,1.481578947,0.771052632,0.5,0.021052632,0,0.25,14.83246073,0.777486911,0.196335079,16.34554974,41.68848168,217.9057592,5.910994764,10.78010471,6.678010471,0.939103265,415.9371728,0.640893594,2.54973822,0.03706368,0.398377023,0.065445026,0.068062827,26.86176319,repaired
Defects4J/Closure/95,1.031976744,1.610465116,0.566860465,0.011627907,0.395348837,0.636627907,0.497093023,8.843023256,4.703488372,0.174418605,2.453488372,1.511627907,0.776162791,0.49127907,0.01744186,0,0.26744186,14.58161866,0.780521262,0.196159122,16.24691358,40.79698217,203.6639232,5.934156379,10.6611797,6.643347051,0.926190771,394.4444444,0.646965611,2.641975309,0.039922645,0.398676894,0.063100137,0.065843621,24.74698007,unrepaired
Defects4J/Closure/132,1.191435768,1.803526448,0.692695214,0.012594458,0.455919395,0.64231738,0.531486146,9.705289673,5.128463476,0.17884131,2.833753149,1.564231738,0.879093199,0.59697733,0.022670025,0,0.259445844,14.94409938,0.779946761,0.190771961,16.65749778,42.25998225,250.2732919,6.062999113,10.96184561,6.870452529,0.938579388,397.1055901,0.640737737,2.641526176,0.038515304,0.397455937,0.063886424,0.065661047,25.19723952,repaired
Defects4J/Closure/59,1.057142857,1.771428571,0.58961039,0.01038961,0.454545455,0.716883117,0.535064935,9.158441558,4.8,0.166233766,2.711688312,1.480519481,0.841558442,0.574025974,0.020779221,0,0.246753247,14.94055482,0.78005284,0.191545575,16.59180978,42.12813738,243.7879789,6.030383091,10.92470277,6.857992074,0.942618639,401.4114927,0.639439163,2.612945839,0.038021845,0.398182035,0.064068692,0.066050198,25.5555932,repaired
Defects4J/Closure/92,1.025352113,1.633802817,0.591549296,0.011267606,0.4,0.630985915,0.481690141,9.261971831,4.709859155,0.169014085,2.895774648,1.487323944,0.752112676,0.476056338,0.016901408,0,0.25915493,14.89321943,0.784303257,0.191137213,16.48104645,41.79711692,235.6342766,6.00747464,10.83235451,6.80939669,0.93947934,398.1938067,0.64058475,2.668446343,0.040558415,0.397908331,0.064602242,0.066737854,25.03329369,unrepaired
Defects4J/Closure/66,1.109333333,1.794666667,0.6,0.010666667,0.464,0.72,0.490666667,9.106666667,4.749333333,0.149333333,2.717333333,1.490666667,0.762666667,0.488,0.021333333,0,0.253333333,14.88533333,0.783111111,0.192,16.45733333,41.77333333,232.5262222,5.990222222,10.82444444,6.784,0.939402761,401.2928889,0.640898997,2.653333333,0.040055216,0.397261345,0.064888889,0.067111111,25.33947795,unrepaired
Defects4J/Closure/104,1.003194888,1.651757188,0.610223642,0.012779553,0.402555911,0.626198083,0.651757188,8.661341853,4.712460064,0.172523962,2.201277955,1.575079872,0.792332268,0.479233227,0.022364217,0,0.290734824,14.80787217,0.784489478,0.191738114,16.37451286,41.34840218,226.644583,5.980124708,10.75370226,6.782151208,0.934389252,396.6952455,0.641222347,2.673031956,0.040974,0.397429262,0.064692128,0.067030398,24.9297876,unrepaired
Defects4J/Closure/50,1.071246819,1.783715013,0.608142494,0.010178117,0.450381679,0.715012723,0.404580153,9.292620865,4.872773537,0.162849873,2.743002545,1.513994911,0.832061069,0.569974555,0.020356234,0,0.24173028,14.82708544,0.784194529,0.190813914,16.38061466,41.45491388,227.9949341,5.973319824,10.76460655,6.783856805,0.936958033,399.424181,0.640075799,2.653495441,0.04026247,0.39790181,0.064842958,0.067207025,25.13546671,repaired
Defects4J/Closure/68,1.109333333,1.794666667,0.6,0.010666667,0.464,0.72,0.490666667,9.104,4.746666667,0.149333333,2.717333333,1.490666667,0.762666667,0.488,0.021333333,0,0.253333333,14.82893948,0.783403235,0.191431995,16.37597364,41.47603355,226.7630318,5.965548232,10.7669263,6.769322948,0.937235632,401.3511084,0.640350862,2.644997004,0.039956711,0.397470186,0.065008987,0.067405632,25.33035412,repaired
Defects4J/Closure/103,1.003194888,1.651757188,0.610223642,0.012779553,0.402555911,0.626198083,0.651757188,8.661341853,4.712460064,0.172523962,2.201277955,1.575079872,0.792332268,0.479233227,0.022364217,0,0.290734824,14.77941981,0.784345922,0.191297209,16.32484948,41.20388615,223.1310892,5.960591133,10.72222222,6.769293924,0.93390234,398.1185003,0.640625336,2.659551177,0.04061044,0.397570044,0.064860427,0.067323481,25.04347182,unrepaired
Defects4J/Closure/57,1.051282051,1.769230769,0.597435897,0.01025641,0.441025641,0.720512821,0.556410256,9.220512821,4.874358974,0.164102564,2.702564103,1.479487179,0.838461538,0.574358974,0.020512821,0,0.243589744,14.80103806,0.78423134,0.191300049,16.33193277,41.26248146,224.0074147,5.959218982,10.72960949,6.784972813,0.9352018,399.6248146,0.640448766,2.648047454,0.040175203,0.397694901,0.065002472,0.067474048,25.16900642,repaired
Defects4J/Closure/35,1.180156658,1.754569191,0.684073107,0.01305483,0.422976501,0.634464752,0.441253264,9.38381201,5.057441253,0.164490862,2.751958225,1.409921671,0.864229765,0.587467363,0.020887728,0,0.255874674,14.8275395,0.783747178,0.190519187,16.38871332,41.45914221,231.4496614,5.971331828,10.77133183,6.81241535,0.937523838,398.7194131,0.639595103,2.640180587,0.039740753,0.397844609,0.065011287,0.067268623,25.24386383,repaired
Defects4J/Closure/102,1.006410256,1.657051282,0.612179487,0.012820513,0.403846154,0.628205128,0.653846154,8.676282051,4.721153846,0.173076923,2.205128205,1.576923077,0.791666667,0.480769231,0.022435897,0,0.288461538,14.79135933,0.784615385,0.190516333,16.3487882,41.25521602,228.3557429,5.966701791,10.7374078,6.81032666,0.935061965,396.4592202,0.639787869,2.652054795,0.04026693,0.397841977,0.064910432,0.067228662,25.02465014,unrepaired
Defects4J/Closure/69,1.109333333,1.794666667,0.597333333,0.010666667,0.464,0.722666667,0.490666667,9.104,4.752,0.149333333,2.717333333,1.485333333,0.765333333,0.490666667,0.021333333,0,0.253333333,14.79539242,0.784068723,0.190941039,16.34830144,41.28250683,227.5376806,5.962319406,10.74092152,6.79929715,0.935382698,397.9260055,0.639979488,2.646427177,0.040067338,0.39756213,0.065013667,0.067356501,25.15982228,unrepaired
Defects4J/Closure/56,1.051282051,1.771794872,0.6,0.01025641,0.441025641,0.720512821,0.564102564,9.238461538,4.88974359,0.164102564,2.705128205,1.479487179,0.838461538,0.574358974,0.020512821,0,0.243589744,14.81211462,0.784004353,0.190968444,16.35527748,41.3351469,227.9488575,5.962459195,10.74718897,6.810482408,0.936235496,399.0901342,0.639895841,2.639100472,0.039786585,0.397646966,0.065107,0.067464635,25.24488892,repaired
Defects4J/Closure/105,0.970967742,1.561290323,0.606451613,0.012903226,0.387096774,0.55483871,0.658064516,8.716129032,4.748387097,0.167741935,2.222580645,1.577419355,0.796774194,0.483870968,0.022580645,0,0.290322581,14.78149674,0.784243048,0.191040165,16.32698249,41.1733608,225.6057329,5.960350154,10.72227944,6.811877789,0.934212258,397.24322,0.640226343,2.642808102,0.040084382,0.397823596,0.064881565,0.067284586,25.05472863,unrepaired
